day,train_id,train,direction,from_station,to_station,departure_time,arrival_time,status,replacement_train_id
Sunday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:58:00,20:46:00,ACTIVE,
Sunday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:08:00,20:56:00,ACTIVE,
Sunday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:18:00,21:06:00,ACTIVE,
Sunday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:28:00,21:16:00,ACTIVE,
Sunday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:38:00,21:26:00,ACTIVE,
Sunday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:48:00,21:36:00,ACTIVE,
Sunday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:58:00,21:46:00,ACTIVE,
Sunday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:08:00,21:56:00,ACTIVE,
Sunday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:18:00,22:06:00,ACTIVE,
Sunday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:28:00,22:16:00,ACTIVE,
Sunday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:38:00,22:26:00,ACTIVE,
Sunday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:48:00,22:36:00,ACTIVE,
Sunday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:58:00,22:46:00,ACTIVE,
Sunday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:08:00,22:56:00,ACTIVE,
Sunday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:18:00,23:06:00,ACTIVE,
Sunday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:28:00,23:16:00,ACTIVE,
Sunday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:38:00,23:26:00,ACTIVE,
Sunday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:48:00,23:36:00,ACTIVE,
Sunday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:58:00,23:46:00,ACTIVE,
