day,train_id,train,direction,from_station,to_station,departure_time,arrival_time,status
Wednesday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:18:00,20:04:50,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:20:50,20:07:40,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:24:45,20:11:35,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:27:35,20:14:25,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:31:30,20:18:20,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:34:20,20:21:10,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:38:15,20:25:05,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:41:05,20:27:55,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:45:00,20:31:50,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:47:50,20:34:40,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:51:45,20:38:35,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:54:35,20:41:25,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,19:58:30,20:45:20,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:01:20,20:48:10,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:05:15,20:52:05,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:08:05,20:54:55,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:12:00,20:58:50,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:14:50,21:01:40,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:20:30,21:07:20,ACTIVE
Wednesday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:21:35,21:08:25,ACTIVE
Wednesday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:28:20,21:15:10,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:29:00,21:15:50,ACTIVE
Wednesday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:35:05,21:21:55,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:37:30,21:24:20,ACTIVE
Wednesday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:41:50,21:28:40,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:46:00,21:32:50,ACTIVE
Wednesday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:48:35,21:35:25,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,20:54:30,21:41:20,ACTIVE
Wednesday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:55:20,21:42:10,ACTIVE
Wednesday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:02:05,21:48:55,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:03:00,21:49:50,ACTIVE
Wednesday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:08:50,21:55:40,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:13:00,21:59:50,ACTIVE
Wednesday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:17:20,22:04:10,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:23:00,22:09:50,ACTIVE
Wednesday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:25:50,22:12:40,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:33:00,22:19:50,ACTIVE
Wednesday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:34:20,22:21:10,ACTIVE
Wednesday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:42:50,22:29:40,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:43:00,22:29:50,ACTIVE
Wednesday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:51:20,22:38:10,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,21:53:00,22:39:50,ACTIVE
Wednesday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:59:50,22:46:40,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:03:00,22:49:50,ACTIVE
Wednesday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:09:50,22:56:40,ACTIVE
Wednesday,TRAIN-16,TRAIN-16,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:13:00,22:59:50,ACTIVE
Wednesday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:19:50,23:06:40,ACTIVE
Wednesday,TRAIN-17,TRAIN-17,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:23:00,23:09:50,ACTIVE
Wednesday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:29:50,23:16:40,ACTIVE
Wednesday,TRAIN-18,TRAIN-18,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:33:00,23:19:50,ACTIVE
Wednesday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:39:50,23:26:40,ACTIVE
Wednesday,TRAIN-19,TRAIN-19,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:43:00,23:29:50,ACTIVE
Wednesday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:49:50,23:36:40,ACTIVE
Wednesday,TRAIN-20,TRAIN-20,ALUVA_TO_TRIPUNITHURA,Aluva,Tripunithura Terminal,22:53:00,23:39:50,ACTIVE
Wednesday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:59:50,23:46:40,ACTIVE
