day,train_id,train,direction,from_station,to_station,departure_time,arrival_time,status,replacement_train_id
Friday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:48:00,16:36:00,ACTIVE,
Friday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,15:58:00,16:46:00,ACTIVE,
Friday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:08:00,16:56:00,ACTIVE,
Friday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:18:00,17:06:00,ACTIVE,
Friday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:28:00,17:16:00,ACTIVE,
Friday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:38:00,17:26:00,ACTIVE,
Friday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:48:00,17:36:00,ACTIVE,
Friday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,16:58:00,17:46:00,ACTIVE,
Friday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:08:00,17:56:00,ACTIVE,
Friday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:18:00,18:06:00,ACTIVE,
Friday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:28:00,18:16:00,ACTIVE,
Friday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:38:00,18:26:00,ACTIVE,
Friday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:48:00,18:36:00,ACTIVE,
Friday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,17:58:00,18:46:00,ACTIVE,
Friday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:04:00,18:52:00,ACTIVE,
Friday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:11:00,18:59:00,ACTIVE,
Friday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:18:00,19:06:00,ACTIVE,
Friday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:25:00,19:13:00,ACTIVE,
Friday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:31:00,19:19:00,ACTIVE,
Friday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:38:00,19:26:00,ACTIVE,
Friday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:45:00,19:33:00,ACTIVE,
Friday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:52:00,19:40:00,ACTIVE,
Friday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,18:58:00,19:46:00,ACTIVE,
Friday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:05:00,19:53:00,ACTIVE,
Friday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:12:00,20:00:00,ACTIVE,
Friday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:19:00,20:07:00,ACTIVE,
Friday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:25:00,20:13:00,ACTIVE,
Friday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:32:00,20:20:00,ACTIVE,
Friday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:39:00,20:27:00,ACTIVE,
Friday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:46:00,20:34:00,ACTIVE,
Friday,TRAIN-20,TRAIN-20,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:52:00,20:40:00,ACTIVE,
Friday,TRAIN-21,TRAIN-21,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,19:59:00,20:47:00,ACTIVE,
Friday,TRAIN-22,TRAIN-22,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:06:00,20:54:00,ACTIVE,
Friday,TRAIN-23,TRAIN-23,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:13:00,21:01:00,ACTIVE,
Friday,TRAIN-24,TRAIN-24,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:19:00,21:07:00,ACTIVE,
Friday,TRAIN-25,TRAIN-25,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:26:00,21:14:00,ACTIVE,
Friday,TRAIN-01,TRAIN-01,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:33:00,21:21:00,ACTIVE,
Friday,TRAIN-02,TRAIN-02,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:40:00,21:28:00,ACTIVE,
Friday,TRAIN-03,TRAIN-03,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:46:00,21:34:00,ACTIVE,
Friday,TRAIN-04,TRAIN-04,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:53:00,21:41:00,ACTIVE,
Friday,TRAIN-05,TRAIN-05,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,20:58:00,21:46:00,ACTIVE,
Friday,TRAIN-06,TRAIN-06,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:06:00,21:54:00,ACTIVE,
Friday,TRAIN-07,TRAIN-07,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:15:00,22:03:00,ACTIVE,
Friday,TRAIN-08,TRAIN-08,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:23:00,22:11:00,ACTIVE,
Friday,TRAIN-09,TRAIN-09,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:32:00,22:20:00,ACTIVE,
Friday,TRAIN-10,TRAIN-10,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:40:00,22:28:00,ACTIVE,
Friday,TRAIN-11,TRAIN-11,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:49:00,22:37:00,ACTIVE,
Friday,TRAIN-12,TRAIN-12,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:57:00,22:45:00,ACTIVE,
Friday,TRAIN-13,TRAIN-13,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,21:58:00,22:46:00,ACTIVE,
Friday,TRAIN-14,TRAIN-14,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:08:00,22:56:00,ACTIVE,
Friday,TRAIN-15,TRAIN-15,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:18:00,23:06:00,ACTIVE,
Friday,TRAIN-16,TRAIN-16,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:28:00,23:16:00,ACTIVE,
Friday,TRAIN-17,TRAIN-17,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:38:00,23:26:00,ACTIVE,
Friday,TRAIN-18,TRAIN-18,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:48:00,23:36:00,ACTIVE,
Friday,TRAIN-19,TRAIN-19,TRIPUNITHURA_TO_ALUVA,Tripunithura Terminal,Aluva,22:58:00,23:46:00,ACTIVE,
