day,train,departure_time,status
Saturday,T26,13:00:00,ACTIVE
Saturday,T27,13:10:00,ACTIVE
Saturday,T28,13:20:00,ACTIVE
Saturday,T29,13:30:00,ACTIVE
Saturday,T30,13:40:00,ACTIVE
Saturday,T01,13:50:00,ACTIVE
Saturday,T02,14:00:00,ACTIVE
Saturday,T03,14:10:00,ACTIVE
Saturday,T04,14:20:00,ACTIVE
Saturday,T05,14:30:00,ACTIVE
Saturday,T06,14:40:00,ACTIVE
Saturday,T07,14:50:00,ACTIVE
Saturday,T08,15:00:00,ACTIVE
Saturday,T09,15:10:00,ACTIVE
Saturday,T10,15:20:00,ACTIVE
Saturday,T11,15:30:00,ACTIVE
Saturday,T12,15:40:00,ACTIVE
Saturday,T13,15:50:00,ACTIVE
Saturday,T14,16:00:00,ACTIVE
Saturday,T15,16:10:00,ACTIVE
Saturday,T16,16:20:00,ACTIVE
Saturday,T17,16:30:00,ACTIVE
Saturday,T18,16:40:00,ACTIVE
Saturday,T19,16:50:00,ACTIVE
Saturday,T20,17:00:00,ACTIVE
Saturday,T26,17:08:30,ACTIVE
Saturday,T27,17:17:00,ACTIVE
Saturday,T28,17:25:30,ACTIVE
Saturday,T29,17:34:00,ACTIVE
Saturday,T30,17:42:30,ACTIVE
Saturday,T01,17:51:00,ACTIVE
Saturday,T02,17:59:30,ACTIVE
Saturday,T03,18:08:00,ACTIVE
Saturday,T04,18:16:30,ACTIVE
Saturday,T05,18:25:00,ACTIVE
Saturday,T06,18:33:30,ACTIVE
Saturday,T07,18:42:00,ACTIVE
Saturday,T08,18:50:30,ACTIVE
Saturday,T09,18:59:00,ACTIVE
Saturday,T10,19:07:30,ACTIVE
Saturday,T11,19:16:00,ACTIVE
Saturday,T12,19:24:30,ACTIVE
Saturday,T13,19:33:00,ACTIVE
Saturday,T14,19:41:30,ACTIVE
Saturday,T15,19:50:00,ACTIVE
Saturday,T16,19:58:30,ACTIVE
Saturday,T17,20:00:00,ACTIVE
Saturday,T18,20:10:00,ACTIVE
Saturday,T19,20:20:00,ACTIVE
Saturday,T20,20:30:00,ACTIVE
Saturday,T26,20:40:00,ACTIVE
Saturday,T27,20:50:00,ACTIVE
Saturday,T28,21:00:00,ACTIVE
Saturday,T29,21:10:00,ACTIVE
Saturday,T30,21:20:00,ACTIVE
Saturday,T01,21:30:00,ACTIVE
Saturday,T02,21:40:00,ACTIVE
Saturday,T03,21:50:00,ACTIVE
Saturday,T04,22:00:00,ACTIVE
Saturday,T05,22:10:00,ACTIVE
Saturday,T06,22:20:00,ACTIVE
Saturday,T07,22:30:00,ACTIVE
Saturday,T08,22:40:00,ACTIVE
Saturday,T09,22:50:00,ACTIVE
Sunday,T01,06:00:00,ACTIVE
Sunday,T02,06:10:00,ACTIVE
Sunday,T03,06:20:00,ACTIVE
Sunday,T04,06:30:00,ACTIVE
Sunday,T05,06:40:00,ACTIVE
Sunday,T06,06:50:00,ACTIVE
Sunday,T07,07:00:00,ACTIVE
Sunday,T08,07:10:00,ACTIVE
Sunday,T09,07:20:00,ACTIVE
Sunday,T10,07:30:00,ACTIVE
Sunday,T11,07:40:00,ACTIVE
Sunday,T12,07:50:00,ACTIVE
Sunday,T13,08:00:00,ACTIVE
Sunday,T14,08:10:00,ACTIVE
Sunday,T15,08:20:00,ACTIVE
Sunday,T16,08:30:00,ACTIVE
Sunday,T17,08:40:00,ACTIVE
Sunday,T18,08:50:00,ACTIVE
Sunday,T19,09:00:00,ACTIVE
Sunday,T20,09:10:00,ACTIVE
Sunday,T26,09:20:00,ACTIVE
Sunday,T27,09:30:00,ACTIVE
Sunday,T28,09:40:00,ACTIVE
Sunday,T29,09:50:00,ACTIVE
Sunday,T30,10:00:00,ACTIVE
Sunday,T01,10:10:00,ACTIVE
Sunday,T02,10:20:00,ACTIVE
Sunday,T03,10:30:00,ACTIVE
Sunday,T04,10:40:00,ACTIVE
Sunday,T05,10:50:00,ACTIVE
Sunday,T06,11:00:00,ACTIVE
Sunday,T07,11:10:00,ACTIVE
Sunday,T08,11:20:00,ACTIVE
Sunday,T09,11:30:00,ACTIVE
Sunday,T10,11:40:00,ACTIVE
Sunday,T11,11:50:00,ACTIVE
Sunday,T12,12:00:00,ACTIVE
Sunday,T13,12:10:00,ACTIVE
Sunday,T14,12:20:00,ACTIVE
Sunday,T15,12:30:00,ACTIVE
Sunday,T16,12:40:00,ACTIVE
Sunday,T17,12:50:00,ACTIVE
Sunday,T18,13:00:00,ACTIVE
Sunday,T19,13:10:00,ACTIVE
Sunday,T20,13:20:00,ACTIVE
Sunday,T26,13:30:00,ACTIVE
Sunday,T27,13:40:00,ACTIVE
Sunday,T28,13:50:00,ACTIVE
Sunday,T29,14:00:00,ACTIVE
Sunday,T30,14:10:00,ACTIVE
Sunday,T01,14:20:00,ACTIVE
Sunday,T02,14:30:00,ACTIVE
Sunday,T03,14:40:00,ACTIVE
Sunday,T04,14:50:00,ACTIVE
Sunday,T05,15:00:00,ACTIVE
Sunday,T06,15:10:00,ACTIVE
Sunday,T07,15:20:00,ACTIVE
Sunday,T08,15:30:00,ACTIVE
Sunday,T09,15:40:00,ACTIVE
Sunday,T10,15:50:00,ACTIVE
Sunday,T11,16:00:00,ACTIVE
Sunday,T12,16:10:00,ACTIVE
Sunday,T13,16:20:00,ACTIVE
Sunday,T14,16:30:00,ACTIVE
Sunday,T15,16:40:00,ACTIVE
Sunday,T16,16:50:00,ACTIVE
Sunday,T17,17:00:00,ACTIVE
Sunday,T18,17:10:00,ACTIVE
Sunday,T19,17:20:00,ACTIVE
Sunday,T20,17:30:00,ACTIVE
Sunday,T26,17:40:00,ACTIVE
Sunday,T27,17:50:00,ACTIVE
Sunday,T28,18:00:00,ACTIVE
Sunday,T29,18:10:00,ACTIVE
Sunday,T30,18:20:00,ACTIVE
Sunday,T01,18:30:00,ACTIVE
Sunday,T02,18:40:00,ACTIVE
Sunday,T03,18:50:00,ACTIVE
Sunday,T04,19:00:00,ACTIVE
Sunday,T05,19:10:00,ACTIVE
Sunday,T06,19:20:00,ACTIVE
Sunday,T07,19:30:00,ACTIVE
Sunday,T08,19:40:00,ACTIVE
Sunday,T09,19:50:00,ACTIVE
Sunday,T10,20:00:00,ACTIVE
Sunday,T11,20:10:00,ACTIVE
Sunday,T12,20:20:00,ACTIVE
Sunday,T13,20:30:00,ACTIVE
Sunday,T14,20:40:00,ACTIVE
Sunday,T15,20:50:00,ACTIVE
Sunday,T16,21:00:00,ACTIVE
Sunday,T17,21:10:00,ACTIVE
Sunday,T18,21:20:00,ACTIVE
Sunday,T19,21:30:00,ACTIVE
Sunday,T20,21:40:00,ACTIVE
Sunday,T26,21:50:00,ACTIVE
Sunday,T27,22:00:00,ACTIVE
Sunday,T28,22:10:00,ACTIVE
Sunday,T29,22:20:00,ACTIVE
Sunday,T30,22:30:00,ACTIVE
Sunday,T01,22:40:00,ACTIVE
Sunday,T02,22:50:00,ACTIVE
